Address,Prices,Capacity,Link
"Carrigmore Crescent, Citywest, County Dublin","€1,400 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/carrigmore-crescent-citywest-county-dublin/4509489
"51 Elmwood Avenue, Ranelagh, Dublin 6, D06A8P3","€4,360 per month","5 beds, 3 baths, 180m 2, , Apartment",https://www.myhome.ie/rentals/brochure/51-elmwood-avenue-ranelagh-dublin-6-d06a8p3/4508189
"81 Batchelors Walk Apartments, North City Centre, Dublin 1","€2,200 per month","2 beds, 1 bath, 63.6m 2, , Apartment",https://www.myhome.ie/rentals/brochure/81-batchelors-walk-apartments-north-city-centre-dublin-1/4509472
"Malahide Marina, Malahide, County Dublin","€2,500 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/malahide-marina-malahide-county-dublin/4509449
"14 Westbourne Road, Terenure, Dublin 6","€2,340 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/14-westbourne-road-terenure-dublin-6/4509352
"Handel House, Rathfarnham, Dublin 14","€2,000 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/handel-house-rathfarnham-dublin-14/4509295
"Herbert Mews, Dublin 4","€2,300 per month","2 beds, , Apartment",https://www.myhome.ie/rentals/brochure/herbert-mews-dublin-4/4509296
"Berry House, Custom House Square, IFSC, Dublin 1","€1,680 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/berry-house-custom-house-square-ifsc-dublin-1/4509288
"17 Berystede, Leeson Park, Ranelagh, Dublin 6","€1,683 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/17-berystede-leeson-park-ranelagh-dublin-6/4509278
"5 Farmleigh Close, Farmleigh Woods, Castleknock, Dublin 15, Castleknock, Dublin 15","€2,706 per month","5 beds, 3 baths, House",https://www.myhome.ie/rentals/brochure/5-farmleigh-close-farmleigh-woods-castleknock-dublin-15-castleknock-dublin-15/4509172
"21 Ashfield Avenue, Ranelagh, Ranelagh, Dublin 6, Ranelagh, Dublin 6","€2,281 per month","3 beds, 1 bath, Terraced House",https://www.myhome.ie/rentals/brochure/21-ashfield-avenue-ranelagh-ranelagh-dublin-6-ranelagh-dublin-6/4509157
"Westown Lodge, Naul, County Dublin","€2,000 per month","3 beds, 1 bath, 100m 2, , Bungalow",https://www.myhome.ie/rentals/brochure/westown-lodge-naul-county-dublin/4509148
"6 Swan Hall, Tallaght, Dublin 24","€1,408 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/6-swan-hall-tallaght-dublin-24/4509096
"Collinswood, Collins Avenue, Dublin  9, Whitehall, Dublin 9","€2,500 per month","3 beds, 1 bath",https://www.myhome.ie/rentals/brochure/collinswood-collins-avenue-dublin-9-whitehall-dublin-9/4509040
"19 The Oaks, Herbert Park Lane, Ballsbridge, Dublin 4","€1,980 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/19-the-oaks-herbert-park-lane-ballsbridge-dublin-4/4509017
"Birchdale Road, Kinsealy, Swords, Co. Dublin, Swords, County Dublin","€2,000 per month","3 beds, 2 baths, 85m 2, , Semi-Detached",https://www.myhome.ie/rentals/brochure/birchdale-road-kinsealy-swords-co-dublin-swords-county-dublin/4509003
"Donnybrook Manor, Donnybrook, Dublin 4","€1,884 per month","2 beds, 1 bath, Terraced House",https://www.myhome.ie/rentals/brochure/donnybrook-manor-donnybrook-dublin-4/4508976
"Mount Ambrose, Toberburr, St Margarets, County Dublin","€2,500 per month","4 beds, 3 baths, 186m 2, , House",https://www.myhome.ie/rentals/brochure/mount-ambrose-toberburr-st-margarets-county-dublin/4508191
"New Seskin Court, Tallaght, Dublin 24","€1,600 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/new-seskin-court-tallaght-dublin-24/4508901
"Scarlett Row, Temple Bar, Dublin 2","€2,300 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/scarlett-row-temple-bar-dublin-2/4478658
"Linden, 31/33 Merrion Road, Ballsbridge, Dublin 4","€3,300 per month","2 beds, 3 baths, , Apartment",https://www.myhome.ie/rentals/brochure/linden-31-33-merrion-road-ballsbridge-dublin-4/4508875
"7 Archers Wood, Clonee, Dublin 15","€2,400 per month","4 beds, 3 baths, 137.34m 2, , Semi-Detached",https://www.myhome.ie/rentals/brochure/7-archers-wood-clonee-dublin-15/4508857
"Hybreasal House , South Circular Road, Dublin 8","€1,600 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/hybreasal-house-south-circular-road-dublin-8/4508849
"29 Russell Downs, Tallaght, Dublin 24","€2,000 per month","3 beds, 3 baths, Semi-Detached",https://www.myhome.ie/rentals/brochure/29-russell-downs-tallaght-dublin-24/4508811
"Sanford Avenue, Saint Catherines, Dublin, Portobello, Dublin 8","€2,900 per month","3 beds, 2 baths, , Terraced House",https://www.myhome.ie/rentals/brochure/sanford-avenue-saint-catherines-dublin-portobello-dublin-8/4508810
"9 Stephens Lane, Dublin 2, Baggot Street","€1,400 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/9-stephens-lane-dublin-2-baggot-street/4508809
"Pellestown Manor, Ashtown, Dublin 15","€1,600 per month","1 bed, Apartment",https://www.myhome.ie/rentals/brochure/pellestown-manor-ashtown-dublin-15/4508802
"Block 12 Clarion Quay, IFSC, Dublin 1","€1,814 per month","2 beds, 1 bath, 69m 2, , Apartment",https://www.myhome.ie/rentals/brochure/block-12-clarion-quay-ifsc-dublin-1/4508717
"Wolfe Tone Lofts by havitat, Dublin, Dublin 1","€1,900 per month","2 beds, 2 baths, 48m 2, , Apartment",https://www.myhome.ie/rentals/brochure/wolfe-tone-lofts-by-havitat-dublin-dublin-1/4508676
"2 Chapelgate, Saint Alphonsus Road Upper, Drumcondra, Dublin 9","€2,100 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/2-chapelgate-saint-alphonsus-road-upper-drumcondra-dublin-9/4508665
"Bachelors Walk, Dublin 1, Dublin","€1,350 per month","1 bed, Apartment",https://www.myhome.ie/rentals/brochure/bachelors-walk-dublin-1-dublin/4508625
"Kenilworth Manor , Harold's Cross, Dublin 6W","€1,850 per month","2 beds, 1 bath, House",https://www.myhome.ie/rentals/brochure/kenilworth-manor-harold-s-cross-dublin-6w/4508615
"10 Sandycove Avenue West, Sandycove, County Dublin","€2,700 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/10-sandycove-avenue-west-sandycove-county-dublin/4257241
"College Gate, Dublin 2, Dublin","€1,450 per month","1 bed, Apartment",https://www.myhome.ie/rentals/brochure/college-gate-dublin-2-dublin/4508512
"Apt 3, 40 New Cabra Road, Phibsboro, Dublin 7","€1,478 per month","1 bed, 1 bath, 750ft 2, , Apartment",https://www.myhome.ie/rentals/brochure/apt-3-40-new-cabra-road-phibsboro-dublin-7/3754594
"36 The Moorings, Fitzwilliam Quay, Ringsend, Dublin 4","€1,900 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/36-the-moorings-fitzwilliam-quay-ringsend-dublin-4/4508484
"14 Summerville , Rathmines, Dublin 6","€3,240 per month","4 beds, 2 baths, 115m 2, , Terraced House",https://www.myhome.ie/rentals/brochure/14-summerville-rathmines-dublin-6/4508481
"30 Ballintyre Grove, Ballinteer, Dublin 16","€1,950 per month","2 beds, 2 baths, 60m 2, , Apartment",https://www.myhome.ie/rentals/brochure/30-ballintyre-grove-ballinteer-dublin-16/4508476
"Beech House, Carrickmines Green, Glenamuck Road, Carrickmines, Dublin 18","€1,450 per month","1 bed, 43m 2, Apartment",https://www.myhome.ie/rentals/brochure/beech-house-carrickmines-green-glenamuck-road-carrickmines-dublin-18/4508470
"Apartment 403 Longboat Quay North, Grand Canal Dk, Dublin 2","€2,200 per month","2 beds, 2 baths, 66m 2, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-403-longboat-quay-north-grand-canal-dk-dublin-2/4370900
"3 Castleway, Golden Lane, South City Centre - D8, Dublin 8","€1,950 per month","2 beds, 2 baths, 60m 2, , Apartment",https://www.myhome.ie/rentals/brochure/3-castleway-golden-lane-south-city-centre-d8-dublin-8/4507974
"Carman's Hall, The Liberties, Dublin 8, Dublin",€259 per week,"4 beds, 4 baths, Apartment",https://www.myhome.ie/rentals/brochure/carman-s-hall-the-liberties-dublin-8-dublin/4390407
"Lansdowne Valley Crescent, Drimnagh, Dublin 12","€2,300 per month","3 beds, 1 bath, Terraced House",https://www.myhome.ie/rentals/brochure/lansdowne-valley-crescent-drimnagh-dublin-12/4508347
"Apartment The Pines, Herbert Park Lane, Dublin 4, Ballsbridge, Dublin 4","€2,700 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-the-pines-herbert-park-lane-dublin-4-ballsbridge-dublin-4/4493601
"The Pines, Herbert Park Lane, Ballsbridge, Dublin 4, Ballsbridge, Dublin 4","€2,000 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/the-pines-herbert-park-lane-ballsbridge-dublin-4-ballsbridge-dublin-4/4470397
"Merrion Village, Merrion, Dublin 4, Ballsbridge, Dublin 4","€1,740 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/merrion-village-merrion-dublin-4-ballsbridge-dublin-4/4504792
"Elgin House, Malahide Road, Malahide, Dublin","€6,300 per month","5 beds, 4 baths, , House",https://www.myhome.ie/rentals/brochure/elgin-house-malahide-road-malahide-dublin/4262867
"The Oaks Ridgewood Little Forrest Road , Swords, County Dublin","€1,950 per month","2 beds, 1 bath, , Terraced House",https://www.myhome.ie/rentals/brochure/the-oaks-ridgewood-little-forrest-road-swords-county-dublin/1648166
"16 Grenville, Rathgar, Dublin 6, D06W326","€1,980 per month","2 beds, 2 baths, 80m 2, , Apartment",https://www.myhome.ie/rentals/brochure/16-grenville-rathgar-dublin-6-d06w326/4289690
"26 Áscaill Páirc An Tsíoda, Dublin 22, Co. Dublin, Citywest, Dublin",€795 per month,"1 bed, 1 bath, , Studio",https://www.myhome.ie/rentals/brochure/26-scaill-p-irc-an-ts-oda-dublin-22-co-dublin-citywest-dublin/4474340
"Mayor Street, IFSC, Dublin 1",€895 per week,"3 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/mayor-street-ifsc-dublin-1/4469046
"Fitzwilliam Square, South City Centre, Dublin 2",€725 per week,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/fitzwilliam-square-south-city-centre-dublin-2/4469029
"Hatch Street, Leeson Street, Dublin 2",€395 per week,"1 bed, 1 bath, , Studio",https://www.myhome.ie/rentals/brochure/hatch-street-leeson-street-dublin-2/4417933
"Aungier Street, South City Centre, Dublin 2",€444 per week,"1 bed, 1 bath, 50m 2, , Apartment",https://www.myhome.ie/rentals/brochure/aungier-street-south-city-centre-dublin-2/4348416
"Aungier Street, South City Centre, Dublin 2",€396 per week,"1 bed, 1 bath, 35m 2, , Studio",https://www.myhome.ie/rentals/brochure/aungier-street-south-city-centre-dublin-2/4348406
"Aungier Street , South City Centre, Dublin 2",€315 per week,"1 bed, 1 bath, 23m 2, , Studio",https://www.myhome.ie/rentals/brochure/aungier-street-south-city-centre-dublin-2/4348248
"Creighton Street, Grand Canal Dk, Dublin 2","€1,225 per week","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/creighton-street-grand-canal-dk-dublin-2/4313975
"Ormeau Street, Grand Canal Dk, Dublin 4",€995 per week,"3 beds, 2 baths, Detached",https://www.myhome.ie/rentals/brochure/ormeau-street-grand-canal-dk-dublin-4/4313952
"70, Grafton Street, Dublin 2",€515 per week,"1 bed, 1 bath, Studio",https://www.myhome.ie/rentals/brochure/70-grafton-street-dublin-2/4313918
"70 Grafton Street, Grafton Street, Dublin 2",€475 per week,"1 bed, 1 bath, Studio",https://www.myhome.ie/rentals/brochure/70-grafton-street-grafton-street-dublin-2/4313921
"Hanover Street East , Dublin 2, Dublin","€1,295 per week","3 beds, 3 baths, 125m 2, , Apartment",https://www.myhome.ie/rentals/brochure/hanover-street-east-dublin-2-dublin/4213463
"Northumberland, Ballsbridge, Dublin 4",€795 per week,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/northumberland-ballsbridge-dublin-4/3850811
"84 Leeson Street Upper, Ballsbridge, Dublin 4","€1,950 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/84-leeson-street-upper-ballsbridge-dublin-4/4508094
"The Court, Dunboyne Castle, Dunboyne, Co. Meath, Dublin","€1,645 per month","3 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/the-court-dunboyne-castle-dunboyne-co-meath-dublin/4508092
"Millstone House, Clondalkin, Dublin 22, D22 F656","€1,875 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/millstone-house-clondalkin-dublin-22-d22-f656/4508026
"Rathfarnham Road, Rathfarnham, Dublin 14","€2,600 per month","4 beds, 2 baths, Semi-Detached",https://www.myhome.ie/rentals/brochure/rathfarnham-road-rathfarnham-dublin-14/4463460
"Saunders House, Dublin 1","€1,650 per month","1 bed, , Apartment",https://www.myhome.ie/rentals/brochure/saunders-house-dublin-1/4507940
"Simmonscourt, Dublin 4","€2,000 per month","2 beds, Apartment",https://www.myhome.ie/rentals/brochure/simmonscourt-dublin-4/4507938
"1 Black Street, North Circular Road, Dublin 7, D07FHP2","€1,700 per month","2 beds, 1 bath, , Bungalow",https://www.myhome.ie/rentals/brochure/1-black-street-north-circular-road-dublin-7-d07fhp2/4507901
"Mountjoy Square, Mountjoy Square, Dublin 1","€1,450 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/mountjoy-square-mountjoy-square-dublin-1/2276339
"Willow Lodge, Rathbeale Road, Swords, Dublin","€3,200 per month","5 beds, 3 baths, Detached",https://www.myhome.ie/rentals/brochure/willow-lodge-rathbeale-road-swords-dublin/4499685
"The Kilns, Portmarnock, Dublin","€1,750 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/the-kilns-portmarnock-dublin/1987741
"Marshals Court, Dublin 8, Dublin","€1,710 per month","2 beds, Apartment",https://www.myhome.ie/rentals/brochure/marshals-court-dublin-8-dublin/4507761
"The Old Chocolate Factory, Kilmainham Square, Dublin 8, Dublin","€1,900 per month","2 beds, Apartment",https://www.myhome.ie/rentals/brochure/the-old-chocolate-factory-kilmainham-square-dublin-8-dublin/4507760
"Castleknock, Dublin 15","€1,900 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/castleknock-dublin-15/4507725
"Apartment 3, Kingston Lodge, Drumcondra, Dublin 3","€1,500 per month","1 bed, Apartment",https://www.myhome.ie/rentals/brochure/apartment-3-kingston-lodge-drumcondra-dublin-3/4507592
"Ridgewood Grove, Swords, County Dublin","€1,500 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/ridgewood-grove-swords-county-dublin/4507531
"Francis Street, The liberties, South City Centre, Dublin 8","€1,600 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/francis-street-the-liberties-south-city-centre-dublin-8/4507518
"Synod Place, Norsemans Walk, Lusk Village, Lusk, County Dublin","€1,500 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/synod-place-norsemans-walk-lusk-village-lusk-county-dublin/4431948
"48 Thomas Street, Dublin  8, Dublin 8, Dublin","€1,900 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/48-thomas-street-dublin-8-dublin-8-dublin/4507465
"Arran Quay Apartments, Hammond Lane, Dublin 7, Dublin","€1,400 per month","1 bed, Apartment",https://www.myhome.ie/rentals/brochure/arran-quay-apartments-hammond-lane-dublin-7-dublin/4507461
"The Academy Building, Park West, Dublin 12","€2,400 per month","3 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/the-academy-building-park-west-dublin-12/4507428
"Healy's Lane, Rush, County Dublin","€3,000 per month","3 beds, 3 baths, , House",https://www.myhome.ie/rentals/brochure/healy-s-lane-rush-county-dublin/4507432
"2a Willow Court, Druids Valley, Cabinteely, Dublin 18, D18H63H","€1,745 per month","2 beds, 1 bath, 68m 2, , Apartment",https://www.myhome.ie/rentals/brochure/2a-willow-court-druids-valley-cabinteely-dublin-18-d18h63h/4494925
"Milesian Lawn, Swords, Swords, County Dublin","€1,600 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/milesian-lawn-swords-swords-county-dublin/4507172
"Fortunes Walk, Citywest, Dublin","€1,750 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/fortunes-walk-citywest-dublin/4507060
"12 Beechwood Avenue Lower, Ranelagh,   Dublin 6","€4,500 per month","4 beds, 2 baths, House",https://www.myhome.ie/rentals/brochure/12-beechwood-avenue-lower-ranelagh-dublin-6/4504859
"The Wintergarden, Pearse Street, South City Centre, Dublin 2","€1,969 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/the-wintergarden-pearse-street-south-city-centre-dublin-2/4381528
"14 Vernon Heath, Clontarf, Dublin 3","€3,500 per month","5 beds, 3 baths, ",https://www.myhome.ie/rentals/brochure/14-vernon-heath-clontarf-dublin-3/4506884
"30 Goldsmith Hall, Collegewood, Castleknock, Dublin 15","€1,800 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/30-goldsmith-hall-collegewood-castleknock-dublin-15/4506811
"Castlegrange Square, Clondalkin, Dublin 22","€1,550 per month","2 beds, 2 baths, Terraced House",https://www.myhome.ie/rentals/brochure/castlegrange-square-clondalkin-dublin-22/4506594
"Millrace Park, Saggart, Dublin","€2,000 per month","3 beds, 3 baths, Terraced House",https://www.myhome.ie/rentals/brochure/millrace-park-saggart-dublin/4506526
"Killeek Lane, Killeek Cottage, Swords, County Dublin, K67H4C1","€2,145 per month","2 beds, 1 bath, 92m 2, , Bungalow",https://www.myhome.ie/rentals/brochure/killeek-lane-killeek-cottage-swords-county-dublin-k67h4c1/4350735
"5 Gledswood Close, Clonskeagh, Dublin 6, Dublin 14","€3,477 per month","4 beds, 1 bath, ",https://www.myhome.ie/rentals/brochure/5-gledswood-close-clonskeagh-dublin-6-dublin-14/4506476
"Amiens Square, Dublin 1, Dublin","€1,485 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/amiens-square-dublin-1-dublin/4506319
"Marlborough Street, North City Centre, Dublin 1","€2,400 per month","3 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/marlborough-street-north-city-centre-dublin-1/4506410
"Belfry Road, Citywest, County Dublin","€1,400 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/belfry-road-citywest-county-dublin/4506359
"3 Shannon Terrace, Kilmainham, Dublin 8, Kilmainham, Dublin 8","€1,816 per month","3 beds, 2 baths, Terraced House",https://www.myhome.ie/rentals/brochure/3-shannon-terrace-kilmainham-dublin-8-kilmainham-dublin-8/4506291
"21 O'Connell Ave, Phibsboro, Dublin 7, D07X3XO","€2,700 per month","3 beds, 1 bath, 90m 2, , Terraced House",https://www.myhome.ie/rentals/brochure/21-o-connell-ave-phibsboro-dublin-7-d07x3xo/4506259
"55 Northumberland Road, Ballsbridge, Dublin 4, D04X9AO","€1,850 per month","2 beds, 1 bath, 55m 2, , Apartment",https://www.myhome.ie/rentals/brochure/55-northumberland-road-ballsbridge-dublin-4-d04x9ao/4506229
"28 Kingston Lodge, Drumcondra, Dublin 9, D03R925","€1,800 per month","2 beds, 2 baths, 60m 2, , Apartment",https://www.myhome.ie/rentals/brochure/28-kingston-lodge-drumcondra-dublin-9-d03r925/4506223
"72 St Annes, Kimmage, Dublin 6W, D12P5K3","€2,200 per month","3 beds, 1 bath, 90m 2, , Terraced House",https://www.myhome.ie/rentals/brochure/72-st-annes-kimmage-dublin-6w-d12p5k3/4506213
"The Moorings, Chapelizod, Dublin 20","€2,000 per month","3 beds, 2 baths, House",https://www.myhome.ie/rentals/brochure/the-moorings-chapelizod-dublin-20/4506153
"Gray Street, Dublin 8, Dublin","€1,800 per month","2 beds, 1 bath, House",https://www.myhome.ie/rentals/brochure/gray-street-dublin-8-dublin/4506114
"Flat 3, 26 Vernon Avenue, Clontarf, Dublin 3","€1,400 per month",1 bed,https://www.myhome.ie/rentals/brochure/flat-3-26-vernon-avenue-clontarf-dublin-3/4506021
"6 Shielmartin Park, Sutton, Dublin 13","€3,750 per month",4 beds,https://www.myhome.ie/rentals/brochure/6-shielmartin-park-sutton-dublin-13/4506019
"The Square, Ballsbridge, Dublin 4","€2,500 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/the-square-ballsbridge-dublin-4/4505931
"The Courthouse, Rathcoole, County Dublin","€1,850 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/the-courthouse-rathcoole-county-dublin/4505921
"Apartment 1, Fortlands, Herbert Avenue, Ballsbridge, Dublin 4, D04PW90","€2,650 per month","2 beds, 2 baths, 95m 2, ",https://www.myhome.ie/rentals/brochure/apartment-1-fortlands-herbert-avenue-ballsbridge-dublin-4-d04pw90/4487410
"Barnwell Square East, Hansfield, Clonee, Dublin 15, D15 AT1W","€2,450 per month","3 beds, 3 baths, , House",https://www.myhome.ie/rentals/brochure/barnwell-square-east-hansfield-clonee-dublin-15-d15-at1w/4500856
"Block B Bellevue, Islandbridge, Dublin 8","€1,850 per month","2 beds, 1 bath, 75m 2, , Apartment",https://www.myhome.ie/rentals/brochure/block-b-bellevue-islandbridge-dublin-8/4505715
"Apt 67, Marlborough Court, Marlborough Street, Dublin 1, D01 XY74","€1,650 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/apt-67-marlborough-court-marlborough-street-dublin-1-d01-xy74/4505639
"61 Fort Ostman, Crumlin, Dublin 12, D12 XY3Y","€1,900 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/61-fort-ostman-crumlin-dublin-12-d12-xy3y/4505596
"The Cedars, Herbert Park Lane Apartments, Ballsbridge, Dublin 4","€2,200 per month","2 beds, , Apartment",https://www.myhome.ie/rentals/brochure/the-cedars-herbert-park-lane-apartments-ballsbridge-dublin-4/4505550
"Russell Lawns, Tallaght, Dublin 24","€2,100 per month","3 beds, 3 baths, Terraced House",https://www.myhome.ie/rentals/brochure/russell-lawns-tallaght-dublin-24/4505539
"Raglan Road, Ballsbridge, Dublin 4,","€1,900 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/raglan-road-ballsbridge-dublin-4/4505524
"8 Mobhi court, Glasnevin, Dublin 9","€1,450 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/8-mobhi-court-glasnevin-dublin-9/4505398
"Hampton Wood Road, Finglas, Dublin 11","€1,640 per month","2 beds, Apartment",https://www.myhome.ie/rentals/brochure/hampton-wood-road-finglas-dublin-11/4505311
"45 Wellington Road, Dublin 4","€2,100 per month","1 bed, Apartment",https://www.myhome.ie/rentals/brochure/45-wellington-road-dublin-4/4505302
"Hill Of Down, Spencer Dock, Dublin 1, Dublin","€2,950 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/hill-of-down-spencer-dock-dublin-1-dublin/4505234
"Occu Abbot Court, Cualanor, CODUBLIN, Dun Laoghaire, Co. Dublin","€1,760 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/occu-abbot-court-cualanor-codublin-dun-laoghaire-co-dublin/4505232
"Occu Fairway, Cualanor, Upper Glenageary Road, CODUBLIN, Dun Laoghaire, Co. Dublin","€2,200 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/occu-fairway-cualanor-upper-glenageary-road-codublin-dun-laoghaire-co-dublin/4505230
"The Old Chocolate Factory, Kilmainham, Dublin 8, D08 T0C3","€1,850 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/the-old-chocolate-factory-kilmainham-dublin-8-d08-t0c3/4505045
"Elmfield by havitat, Ballyogan Road, Dublin 18, Leopardstown","€1,825 per month","1 bed, 1 bath, 55m 2, , Apartment",https://www.myhome.ie/rentals/brochure/elmfield-by-havitat-ballyogan-road-dublin-18-leopardstown/4504993
"The Chandler, Arran Quay, Dublin 7, Dublin","€1,600 per month","1 bed, Apartment",https://www.myhome.ie/rentals/brochure/the-chandler-arran-quay-dublin-7-dublin/4504885
"Harcourt Green, Off Harcourt Street, Dublin 2, Dublin","€2,500 per month","3 beds, Apartment",https://www.myhome.ie/rentals/brochure/harcourt-green-off-harcourt-street-dublin-2-dublin/4504884
"2 Berkeley Road, Dublin 7, Phibsboro, Dublin 7, D07 WF29","€1,298 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/2-berkeley-road-dublin-7-phibsboro-dublin-7-d07-wf29/4504795
"Apartment 31, The Barrington, Lansdowne Place, Ballsbridge,   Dublin 4","€4,000 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-31-the-barrington-lansdowne-place-ballsbridge-dublin-4/4504697
"Adamstown Boulevard, CO.DUB, Adamstown, Co. Dublin","€1,875 per month","2 beds, 2 baths, 117m 2, , Apartment",https://www.myhome.ie/rentals/brochure/adamstown-boulevard-co-dub-adamstown-co-dublin/4504619
"Adamstown Boulevard, CO., Adamstown, Co. Dublin","€2,150 per month","3 beds, 2 baths, 12.5m 2, , Apartment",https://www.myhome.ie/rentals/brochure/adamstown-boulevard-co-adamstown-co-dublin/4504618
"Apt 7, 32/33 Upper Gardiner Street, Mountjoy Square, Dublin 1, D01 X7W1","€1,500 per month","1 bed, 1 bath, 49.5m 2, , Apartment",https://www.myhome.ie/rentals/brochure/apt-7-32-33-upper-gardiner-street-mountjoy-square-dublin-1-d01-x7w1/4504592
"The Ramparts, Willow Avenue, Cabinteely, Dublin 18","€2,100 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/the-ramparts-willow-avenue-cabinteely-dublin-18/4504532
"62 Clanbrassil Street Upper, Portobello,, Portobello, Dublin 8","€1,550 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/62-clanbrassil-street-upper-portobello-portobello-dublin-8/4504478
"Aylmer Road, Newcastle, Dublin",€900 per month,"1 bed, , Studio",https://www.myhome.ie/rentals/brochure/aylmer-road-newcastle-dublin/4504480
"Kiltipper Gate, Tallaght, Dublin 24","€1,750 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/kiltipper-gate-tallaght-dublin-24/4504471
"Abbey Glen by havitat, Johnstown Road, Dublin 18, Cabinteely","€1,745 per month","1 bed, 1 bath, 54m 2, , Apartment",https://www.myhome.ie/rentals/brochure/abbey-glen-by-havitat-johnstown-road-dublin-18-cabinteely/4504240
"Thornfield Square, Clondalkin, Dublin 22,","€1,875 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/thornfield-square-clondalkin-dublin-22/4504138
"59 Castle Gate Apartments, Castle Street, Dublin 2, Dublin","€1,500 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/59-castle-gate-apartments-castle-street-dublin-2-dublin/4217573
"47 Mountjoy Square, Mountjoy Square, Dublin 1, D01X598","€1,700 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/47-mountjoy-square-mountjoy-square-dublin-1-d01x598/4503950
